example_id,text,category
tr_6d415a998c,How do I know if i need a disposable card?,get_disposable_virtual_card
tr_2fe36db44f,"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",cancel_transfer
tr_8481b4a53f,When will my transfer finish pending?,pending_transfer
tr_96084fcdf1,"Hey, I got charged extra for some reason when I purchased an app. Is this a hidden fee or something? I don't think it's very cool.",extra_charge_on_statement
tr_663c05c5fe,When will my refund come through,Refund_not_showing_up
tr_d01f445f02,Why is your exchange rate so bad?,card_payment_wrong_exchange_rate
tr_199e92e2dd,How can I dispute a direct debit transaction?,direct_debit_payment_not_recognised
tr_0d6f384013,Transfer could not be completed due to being declined.,declined_transfer
tr_9c606cf755,Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,card_payment_wrong_exchange_rate
tr_4c0490763f,"Hi , I just came to know I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.",cancel_transfer
tr_3710eecf7d,I don't see my card anywhere in the app.,card_linking
tr_b8ce9607ad,"A transfer I sent was received in less than the full amount I originally sent, and now I have to send additional funds to cover the full amount. What happened?",transfer_fee_charged
tr_502cd8477f,What are the fees imposed when I make a transaction?,card_payment_fee_charged
tr_5f30065e05,I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,pending_cash_withdrawal
tr_01374e2406,I see cash in my app but I did not get it.,cash_withdrawal_not_recognised
tr_2c3571b1a6,What are the countries you support.,country_support
tr_6b664e09e3,Do I have to go to the bank to change my PIN?,change_pin
tr_c50ea0d9d9,"Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now.",cash_withdrawal_not_recognised
tr_825b983745,Why is my cash request and the amount I received different?,wrong_amount_of_cash_received
tr_d1e24623c4,Help me create several temp cards every day.,disposable_card_limits
tr_791d4365c2,"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",pending_card_payment
tr_fc962a7276,What country's money can I hold currency in?,fiat_currency_support
tr_a4f5e75dec,Where can I order my virtual card?,getting_virtual_card
tr_d68427dd49,Where is the money that I transferred.,balance_not_updated_after_bank_transfer
tr_bf6aaf9b3a,I just checked my account on the App and there is a payment on there that I did not make.,card_payment_not_recognised
tr_dc857ad5f4,"Hurry and refund me, I am waiting",Refund_not_showing_up
tr_04a7e2c025,The ATM wouldn't let me have my money.,declined_cash_withdrawal
tr_7aaf780576,How can i get new card?,contactless_not_working
tr_0520db62f1,"If US cards have a top up charge, what is it?",top_up_by_card_charge
tr_f424c74124,Everything was stolen from me.  I can't use the app.  Please advise.,lost_or_stolen_phone
tr_45132a2527,My transfer was rejected,declined_transfer
tr_3a49a9bc7c,"I am in desperate need to transfer funds from another account that i have into this one, how do i do that?",transfer_into_account
tr_4c18337998,The ATM didn't give me the full requested amount,wrong_amount_of_cash_received
tr_fd855b80bf,Where do I unblock my PIN?,pin_blocked
tr_213cb926a7,how much is the fee for topping by card,top_up_by_card_charge
tr_14681b9a3d,tell me how I can order my card.,order_physical_card
tr_a8d2ca5631,"
I can't seem to be able to use my card


",card_not_working
tr_9ab44aa391,How do I verify the top-up card?,verify_top_up
tr_7dc34463ba,I do not want a VISA card.,visa_or_mastercard
tr_2e749a3bbc,How do I go about ordering another card?,getting_spare_card
tr_29ef5bdff6,I did a transfer and I was charged a fee that shouldn't be there!,transfer_fee_charged
tr_60dddd0beb,Will I be charged for receiving money?,top_up_by_bank_transfer_charge
tr_17c4f392ac,How come my money hasn't shown up yet?,transfer_not_received_by_recipient
tr_77eabbeb24,Are currency exchanges free?,exchange_charge
tr_d3f8a0a2b6,Do I have to verify the top-up?,verify_top_up
tr_d7123c438a,Could I get a mastercard if that's reasonable?,visa_or_mastercard
tr_c5457306e2,What do I do to Top up my card?,topping_up_by_card
tr_00e285e126,Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,transfer_fee_charged
tr_6632deb6b2,what is this extra charge for a withdrawal?,cash_withdrawal_charge
tr_8368a39347,It's been a few days since I've tried to pay a seller but the funds aren't going through. What is happening?,pending_card_payment
tr_abf7a35fb1,My refund is not showing up in my account. Where is it?,Refund_not_showing_up
tr_f1cbe5c004,My transfer's stuck on pending.,pending_transfer
tr_71d8e1543c,It seems like a transfer is pending.,pending_transfer
tr_10be24c26e,My card is stuck inside the ATM.,card_swallowed
tr_8c5d18e7b4,There is money missing from my account.,cash_withdrawal_not_recognised
tr_db13f4dbd9,How does your app transfer the money,transfer_into_account
tr_344a6791b7,How can I receive money from someone?,receiving_money
tr_cb1d7b35ad,Why was my transaction declined?,failed_transfer
tr_9a368866ea,"I am overseas in China, can I get a replacement card?",card_about_to_expire
tr_272b8e2b23,atm refused to give me money,declined_cash_withdrawal
tr_17948f33ce,How can I exchange currencies with this app?,exchange_via_app
tr_30b933da22,My refund has not shown up on my statement.,Refund_not_showing_up
tr_8e1738c72a,I am not recognized by the app.,unable_to_verify_identity
tr_beb91423bd,"My job requires me to do a lot of exchanging currency, and I was wondering about any possible discounts or lower prices.",exchange_charge
tr_096f286336,cancel my account,terminate_account
tr_e6cd1e02ab,Am I able to track a card that has already been sent?,card_arrival
tr_dbd31d5557,My phone has been lost or stolen,lost_or_stolen_phone
tr_8de1b0afbd,how to change name on account,edit_personal_details
tr_8f12eba03a,I did all that was asked of me and I am rather frustrated. I don't understand why you just won't credit me my money back. I have contacted the seller and nothing has been done. It's been a week!,Refund_not_showing_up
tr_66d9a9d2b1,I don't see any change in my balance.,balance_not_updated_after_bank_transfer
tr_3b0ac4699e,When will the money reach my  account?,transfer_timing
tr_6dfb77bf39,It appears my top-up has not gone through.,pending_top_up
tr_0e42c4263d,Will I be charged a fee for topping up using a European card?,top_up_by_card_charge
tr_acf1dd4a85,I wish to cancel a transfer,cancel_transfer
tr_3d779771a6,What are the limitations on the disposable cards?,disposable_card_limits
tr_ffea4f90aa,I just had a look at my statement. Why have I been changed for using the ATM?,cash_withdrawal_charge
tr_ccbd20c6d6,I'm using the app and I noticed a payment that I didn't make.,card_payment_not_recognised
tr_f09c3a3737,My identity verification didn't work,unable_to_verify_identity
tr_bf9f18939e,Can you tell me where  can change my PIN?,change_pin
tr_3db9a7d1d6,Why haven't I seen the cash from the cheque I deposited yet?,balance_not_updated_after_cheque_or_cash_deposit
tr_4e0a730f1c,How much does top up fees cost?,top_up_by_card_charge
tr_a6bcf94543,I've been checking my statement to see if I've received a refund I requested from a seller a while ago has arrived. But it has not. This should have come back to me already. Can you help me figure out why it's not here and get my money back?,Refund_not_showing_up
tr_3cf6f09d3f,"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?",top_up_reverted
tr_c8f60bd291,Is it possible to change my address?,edit_personal_details
tr_0222b8062d,How many different cards can I have for my account?,getting_spare_card
tr_5c2da58635,"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance.",request_refund
tr_5c0558a3ae,Can I automatically top-up when traveling?,automatic_top_up
tr_b3c72e71aa,I've changed my mind on an item.  How do I get a refund?,request_refund
tr_8b31cb9a9e,"I couldn't transfer money to my bank, why not?",beneficiary_not_allowed
tr_20ed80e771,Why am I getting double charged for multiple transactions?,transaction_charged_twice
tr_3f822d85cf,How long is the wait for a money transfer to post?,pending_transfer
tr_07bda1277a,"how to delete account, not happy",terminate_account
tr_852c4b4e35,There's a cash withdrawal that  didn't make that is showing up.,cash_withdrawal_not_recognised
tr_230604222c,There is a payment that is not mine in the App.,card_payment_not_recognised
tr_6e0ba438ca,How long does a transfer take?,pending_transfer
tr_7f6aebcfb0,top up for my american express card is not working,apple_pay_or_google_pay
tr_f5d21c94a5,I see a direct debit transaction in my app that I didn't make.,direct_debit_payment_not_recognised
tr_331b7f61d9,I've got to have one of those virtual cards.,getting_virtual_card
tr_d0b5e3a8ca,Is auto top up a provided service?,automatic_top_up
tr_8a85d1c8ba,Why does my transfer keep failing? I've tried 5 times and they all failed.,failed_transfer
tr_5d80396da0,Can I have more physical cards?,getting_spare_card
tr_5748b4925a,What kind of cards are supported?  What currency?,supported_cards_and_currencies
tr_b5e826c59b,What type of fiat currencies do you support?,fiat_currency_support
tr_d0668e0e7a,Is a physical card also available,order_physical_card
tr_1462cd497e,Do I need any kind of proof for the identity check?,verify_my_identity
tr_540aa44c32,Can I transfer my salary onto here?,receiving_money
tr_dc52494d39,I need help finding the verification code on the top up card.,verify_top_up
tr_a7e1f18b88,Why is my card payment still listed as pending?,pending_card_payment
tr_de47bacdfe,How can I Use thereto-top option?,automatic_top_up
tr_e2bb02286c,I see a charge for a direct debit that was not me.,direct_debit_payment_not_recognised
tr_4d53639b8f,Are there any restrictions for the disposable cards?,disposable_card_limits
tr_aab4c88f90,"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted
tr_34a185db2d,Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking
tr_810ffd7edb,Which fiat currencies are compatible for exchange and holding?,fiat_currency_support
tr_0033280b72,"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",cash_withdrawal_charge
tr_140d1f97a6,Are there limitations to what currency I can hold?,fiat_currency_support
tr_e0b977c7a8,The atm didn'y give me all the cash,wrong_amount_of_cash_received
tr_626f044345,Why is there a charge for my transfer?,transfer_fee_charged
tr_7d634754b1,How do I go through the identity checks?,verify_my_identity
tr_93601ae5d6,Can you unblock my blocked pin?,pin_blocked
tr_634e013687,"Is something wrong with my account, my balance didn't change after I transferred some money",balance_not_updated_after_bank_transfer
tr_79f98427e6,There are a couple payments with my card shown that I'm not responsible for. What is going on? Maybe someone has access to my account.,card_payment_not_recognised
tr_8cd149ac47,How long to UK transfers usually take? I made a transfer but it didn't pop up in my history yet. I just want to make sure it went through.,balance_not_updated_after_bank_transfer
tr_2e477feeb9,Why is my transfer more expensive than I thought?,transfer_fee_charged
tr_19bd826cfd,Do you offer any discounts for someone who exchanges currencies frequently?,exchange_charge
tr_ca79b914c5,"I desperately need to transfer something from China, Please give me the wait time.",transfer_timing
tr_5e06549a59,"How long do transfers to international banks take? I made one to france a couple of days ago, but it's still not there.",balance_not_updated_after_bank_transfer
tr_00bb68df3e,How old do my kids need to be to open an account?,age_limit
tr_27e3344d70,My account transfer was blocked.,beneficiary_not_allowed
tr_976d10f63b,When will my transfer come through?,balance_not_updated_after_bank_transfer
tr_24a59fc402,What is the wait time for delivery to the US?,card_delivery_estimate
tr_9389966907,Do I need to verify my top-up?,verify_top_up
tr_a5a65ab1a4,I have an unusual payment in my statement,card_payment_not_recognised
tr_779f6e1142,What other currencies can I hang onto?,fiat_currency_support
tr_3d6739cee5,My withdrawal from the ATM was cancelled.,declined_cash_withdrawal
tr_239bc6714d,Can I top-up via Apple Pay?,apple_pay_or_google_pay
tr_df2987bf27,I'm panicking!  I lost my card!  Help!,lost_or_stolen_card
tr_03147a10d7,Do you take checks?,top_up_by_cash_or_cheque
tr_2bd0c01cc7,How do I add a card on to the app?,card_linking
tr_f9d8fb7a8f,Can you tell me how many currencies I can hold?,fiat_currency_support
tr_660224f00b,Can someone assist me with updating my account details with changing my last name?,edit_personal_details
tr_413ea30753,Will you accept my credit card?,supported_cards_and_currencies
tr_b66fc4972e,"I see an extra $1  charge on my statement, why is this?",extra_charge_on_statement
tr_6a6b8ca768,At what age can my children use your service?,age_limit
tr_e0256381db,How can I get my PIN unblocked?,pin_blocked
tr_5cc419f83c,The exchange rate from my card payment isn't right.,card_payment_wrong_exchange_rate
tr_6ae14a932d,I withdrew  money from the ATM and was overcharged.  It said nothing about an extra fee.,wrong_exchange_rate_for_cash_withdrawal
tr_f802f98cb0,My transfer failed to process correctly. Is there a reason this would happen?,failed_transfer
tr_0b65777012,How many different currencies can I hold money in?,fiat_currency_support
tr_0f1e37f851,What I topped up was reverted by the app.,top_up_reverted
tr_426ef647af,Is there a way to verify a card top-up?,verify_top_up
tr_c6dfbeabd0,I bought something and already paid for it but now I don't see it.,reverted_card_payment?
tr_1b67543165,There is unusual activity on my account and I believe someone took my card.,compromised_card
tr_fc59785ccd,My top up doesn't work,top_up_failed
tr_860d7a8128,What are the additional charges for a SWIFT transfer?,top_up_by_bank_transfer_charge
tr_f1bde8a38e,Why won't cash come out of the ATM?,declined_cash_withdrawal
tr_4efd49c496,How do I link a new card to an existing one?,card_linking
tr_6f911926dc,I think there was an error in your exchange rate.,card_payment_wrong_exchange_rate
tr_ad2b81046d,I was wrongfully charged one pound.,extra_charge_on_statement
tr_29a9fb9fd2,I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,declined_transfer
tr_e36619819d,Why is there a fee when I thought there would be no fees?,card_payment_fee_charged
tr_f1be93fa7f,I tried to get cash in the ATM but it was not approved,declined_cash_withdrawal
tr_e31f59f3b3,I  see an extra 1£ charge on my app. Why did It charge me extra?,extra_charge_on_statement
tr_1127941d37,I forgot the code I need to get into the app.,passcode_forgotten
tr_b73c96ae1e,An ATM machine didn't return my card.,card_swallowed
tr_2d094caed7,What can I expect at card expiration?,card_about_to_expire
tr_15e54eb6b0,When will my card be here?,card_delivery_estimate
tr_b4fc02f4e6,I exchange currencies a lot.  Can I get a discount?,exchange_charge
tr_86145c972b,"I can't transfer any money from my account to my friend's account, it keeps rejecting it. Can you tell me why? I have enough funds in my account to transfer.",failed_transfer
tr_d680d05f5c,Can you tell me when my card will arrive?,card_delivery_estimate
tr_e01d28eb39,I didn't get all the money I asked for,wrong_amount_of_cash_received
tr_90a6305ed5,Will I receive a new card when mine expires?,card_about_to_expire
tr_0532837213,Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,top_up_failed
tr_88306d646f,I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,cancel_transfer
tr_b9f8da91fa,When will my new card arrive?,card_arrival
tr_b3caea7bcc,"i have been trying to add money with apple pay but it wont work, why?",apple_pay_or_google_pay
tr_85e7dbc160,"I needed to make a payment on my account, but I typed in the incorrect number.  The app won't allow me to cancel this transaction.  I need it cancelled ASAP!!",cancel_transfer
tr_68ca84cbcb,Why have i been charged a fee for using my card?,card_payment_fee_charged
tr_5681586007,Is it possible for friends to top up my account?,topping_up_by_card
tr_703287a836,I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed
tr_2fb282f752,I can't find the PIN.,get_physical_card
tr_09a371d03c,I could not use my card in a store.,declined_card_payment
tr_6ba0cfbc1e,"I usually don't get charged for transfers, why was I this month?",transfer_fee_charged
tr_c382153d6b,"My new card is here, what's the process for activating it?",activate_my_card
tr_60174b9959,Can I tell if my top off didn't work?  It doesn't seem to have.,top_up_failed
tr_fc29939599,Can I use a credit card from the US to top up?,supported_cards_and_currencies
tr_c0b790030e,How much is the limit for top-ups?,top_up_limits
tr_dbbdab8f8a,I would like to better understand why my pass-code is not working.,passcode_forgotten
tr_6443f4caaa,My transfer didn't complete. Why can't I access funds?,failed_transfer
tr_a92980d869,I tried to get gas but my money was gone!,topping_up_by_card
tr_22f0307740,Can I use my Apple Watch to pay for gas?,apple_pay_or_google_pay
tr_f3f4f8a07a,Is it right that I've been charged for transferring money?,transfer_fee_charged
tr_785b3992c7,Will I be charged for adding money using an international card?,top_up_by_card_charge
tr_a29f5972a0,I topped up but the app declined it,top_up_reverted
tr_82a64e5f82,Why did my transfer not work?,failed_transfer
tr_08e5da2403,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?",card_linking
tr_d09137be8f,How can I prove I am me?,verify_my_identity
tr_881cc926f1,Can I start an account for my kids?,age_limit
tr_a0c1ebd832,Whats the transfer process,transfer_into_account
tr_822430846e,I think my phone was stolen. What can I do?,lost_or_stolen_phone
tr_2f184a45b5,Will there be any extra fees if I exchange currencies?,exchange_charge
tr_c94c28553e,Whats the maximum number of disposable cards that I can get?,disposable_card_limits
tr_ffaefe087c,I deposited a cheque a week ago but have yet to receive the cash.,balance_not_updated_after_cheque_or_cash_deposit
tr_fb838217a4,My transfer still says pending,pending_transfer
tr_4f3d0198e7,I need to modify my details.,edit_personal_details
tr_3dd5a46351,The exchange rate I was charged for a purchase was not right.,card_payment_wrong_exchange_rate
tr_fc0d5c0a4a,Can you tell me why my card payment was cancelled?,reverted_card_payment?
tr_ef39ba3b7a,What is the time frame for european transfers?,transfer_timing
tr_6a197c93d8,I am on vacation in Spain and think someone saw my pin when… Can I change it at a local ATM?,change_pin
tr_626a1364f6,"I have an account at another bank, but I want to transfer some of the money to my account here.
.",transfer_into_account
tr_52b0a5153e,I can't figure out how to transfer money into my account.,transfer_into_account
tr_858670a322,My card needs to be activated asap,activate_my_card
tr_f67dfbc7d0,Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,declined_card_payment
tr_911384797c,I would like to cancel my previous purchase.,request_refund
tr_3cf1baf4a4,"I received my new card and tried using it today, just to have it show declined over and over again.  Why is this happening?",declined_card_payment
tr_2316be1eac,What do I do after the ATM takes my card.,card_swallowed
tr_b9645b60c7,Does the fee for exchange change?,card_payment_wrong_exchange_rate
tr_933ff6bc69,Can I reactivate a card?,card_linking
tr_5ad927e450,"There is a direct debit charge that I don't recognize, what can I do?",direct_debit_payment_not_recognised
tr_333941fdcb,Do you need my birthdate?,why_verify_identity
tr_beded1958e,Why am I having trouble withdrawing cash?,declined_cash_withdrawal
tr_9fb94dc96c,I was checking my account when I saw a $500 cash withdraw that I know I didn't do.  I have my card so I don't understand how this happened.  Please help me.,cash_withdrawal_not_recognised
tr_24bf609049,Where can I edit personal details?,edit_personal_details
tr_9723ea91a8,Are there any fees associated with receiving money?,top_up_by_bank_transfer_charge
tr_636c5a3de3,My transfer has been declined.,declined_transfer
tr_758e7a809e,I only have a card from the US is that okay?,supported_cards_and_currencies
tr_2c4f96b7fa,What countries do your services support?,country_support
tr_e7bc131c12,Can this app be used to exchange currencies?,exchange_via_app
tr_e19e01e715,I would like to get a few more physical cards.,getting_spare_card
tr_5353219342,"There are a couple payments with my card shown in the app that i really didn't make myself. What's going on with this, does someone has access to my card?!",card_payment_not_recognised
tr_3d24a152cb,Can I use app to reset PIN attempts?,card_not_working
tr_938ef0291a,Can I receive payments in another currency?,receiving_money
tr_581202bdc2,What is the auto top-up limit?,automatic_top_up
tr_b0747a21eb,Is American Express accepted?,supported_cards_and_currencies
tr_390c128d12,I would like to be assisted with the activation of my card.,activate_my_card
tr_919ba9acd3,Would I be charged any fees if I added money to my account using an international card?,top_up_by_card_charge
tr_1445d72939,"I paid with my card and got charged an extra fee, what's up with that?",card_payment_fee_charged
tr_17f79b8c5a,The rate applied to my foreign currency at an ATM was incorrect.,wrong_exchange_rate_for_cash_withdrawal
tr_961fcab013,Can the card was sen to me be tracked?,card_arrival
tr_e12a15d2bc,Why was I not able to complete my transfer?,failed_transfer
tr_3131a467b2,"If I top up by card, what options do I have re: currency and card type?",supported_cards_and_currencies
tr_0036e3aa57,I'm not sure how to complete the identity checks process.,verify_my_identity
tr_42bcc1a9b8,I got a €1 extra fee in my statement,extra_charge_on_statement
tr_9ff1ded302,I have an unauthorized direct debit on my account,direct_debit_payment_not_recognised
tr_fa8d191848,How can I change currency type?,exchange_via_app
tr_5c56192543,Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient
tr_6113144e7e,"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",activate_my_card
tr_c7d68c08f1,The app has rejected my top up.,top_up_failed
tr_6ae5bf11e8,I have a card that was deactivated can I reactivate it?,card_linking
tr_94481a1a3a,I am looking to delete my account. I'm not happy with the service provided by you.,terminate_account
tr_f6c1b22b47,how long does it take to get my card i am in a rush,card_delivery_estimate
tr_6fe88066df,Is it possible to purchase more physical cards with my account?,getting_spare_card
tr_eee62c4841,My top-up hasn't gone through,pending_top_up
tr_3d49c73111,Why was my transfer request decline?,declined_transfer
tr_32c3333ce6,How do I set up my card PIN?,get_physical_card
tr_b15bf4e9cf,Can you tell me how to get my card on the app?,card_linking
tr_e0e2ee1efe,What would cause a transfer failure?,failed_transfer
tr_0499b2f721,I have trouble proving my identity.,unable_to_verify_identity
tr_a4556ce73c,What ATMs accept my card?,atm_support
tr_85ee6cb06c,Can I link your physical card,card_linking
tr_8c65dd27da,How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet.,transfer_not_received_by_recipient
tr_c975311b86,I didn't make a payment that shows in my app.,card_payment_not_recognised
tr_3ea473bc6a,I think I forgot my passcode,passcode_forgotten
tr_c25661f765,My card payment didn't work,declined_card_payment
tr_8eb85a242e,"If I want to get an account for my daughter, can I do that?",age_limit
tr_1f312fa8c9,I would like help to revert a transaction I did this morning,cancel_transfer
tr_9bd8a2dad9,Top up is not working even though I have my AMEX in apple pay.,apple_pay_or_google_pay
tr_cdc6622efd,Where can I update my pin number?,change_pin
tr_d7156abcc4,Is there a limit to using a disposable virtual card?,disposable_card_limits
tr_2b092a1e1d,I tried using my ATM card at your Notting Hill location today.  It did not work.  Am I doing something wrong?,declined_cash_withdrawal
tr_43a2601285,Any place that takes Mastercard would be fine.,card_acceptance
tr_a3ef64e950,Is there a problem with the payment that I see is still pending?,pending_card_payment
tr_11ac75e727,How long will an urgent transfer from China take?,transfer_timing
tr_b3d234c9b3,Could you please explain why I received a message that my transfer is not possible? I've never had any problems making a transfer in the past.,beneficiary_not_allowed
tr_817a367fb5,What's the process of changing from GBP to AUD?,exchange_via_app
tr_afbcc0b979,My account shows a direct debit charge that I have never seen before,direct_debit_payment_not_recognised
tr_049e39661d,Why is a transfer I have still pending?,pending_transfer
tr_cf1b76acb9,I am inquiring about your auto top up feature.,automatic_top_up
tr_62148932dd,What are the requirements to verify my identity?,verify_my_identity
tr_f461f22318,"Hi, I have withdrawn cash from the ATM on holiday and i guess withdrawal amount has been overcharged. I did it as i was not aware of these charges.",wrong_exchange_rate_for_cash_withdrawal
tr_22cdc0b130,My daughter would like a card from my account?  Can I do this?,getting_spare_card
tr_d9b3eeb7bd,What is needed for my daughter to open an account?,age_limit
tr_135d7f9129,Is there a way I can get my card expedited?,card_arrival
tr_987fa3dc75,Do you accept any card and currency?,supported_cards_and_currencies
tr_44f6e818dc,"My card is going to expire, what do I do?",card_about_to_expire
tr_b45a9af153,I'd like to know what you guys look at to decide an exchange rate,exchange_rate
tr_f7493cb042,I contacted the seller and he won't respond.  Please just refund me my  money.,Refund_not_showing_up
tr_2c7105835a,I can't use my card for anything,card_not_working
tr_887fbd4248,How can I pay for top-ups?,supported_cards_and_currencies
tr_a52f2b586d,What is your currency exchange fee?,exchange_charge
tr_76d1050817,My transfer failed,failed_transfer
tr_3812b269de,How many purchases can I make with one disposable card?,disposable_card_limits
tr_bba26a4387,There was a fee charged when I paid with my card.,card_payment_fee_charged
tr_14c79876f8,I wanted to take out $100 but I only got $20.,wrong_amount_of_cash_received
tr_47a0152dd4,"When I attempted to make a transfer, it failed.",failed_transfer
tr_b264f25ca1,What are the steps to get my card back that was kept by the ATM?,card_swallowed
tr_e11b6e5510,Are there virtual disposable cards?,get_disposable_virtual_card
tr_8ab47bf785,why don't you accept american express for adding money to my account,supported_cards_and_currencies
tr_278aa2ea14,Could you assist me in finding my lost card?,lost_or_stolen_card
tr_3cd5138b0c,Where can I find the auto-top up feature?,automatic_top_up
tr_6998c49d27,Would I be able to open an account for my daughter?,age_limit
tr_a38ca023e3,Why did my credit card get declined for top up?,top_up_failed
tr_0168c946f1,I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,top_up_reverted
tr_7e6ceb0a73,"I didn't want to make a transaction, I want to revert it",cancel_transfer
tr_eb7d5787dc,"I want a card, but I'm not in the UK- can I get one still?",country_support
tr_a654d4990a,Is it possible for a person who lives in the US to get a card?,country_support
tr_694fc919c6,What is the minimum age required to open an account with your service?,age_limit
tr_144c2908e3,Why didn't my transfer to a beneficiary happen?,beneficiary_not_allowed
tr_05d4856cd5,What's your refund policy if I bought an item from you?,request_refund
tr_53af30328e,Which foreign currencies do you accept for adding money?,supported_cards_and_currencies
tr_7e08d77ad8,Can someone assist me with activating my new card?,activate_my_card
tr_e059c903af,Where can I find the auto-top option?,automatic_top_up
tr_17dc9f9f95,How do I return something for a full refund?,request_refund
tr_c0a09c46eb,why do you charge for transfers?,top_up_by_bank_transfer_charge
tr_c01e121928,Is there a way to undo a transaction?,cancel_transfer
tr_ab48cc017f,Is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,transfer_not_received_by_recipient
tr_e37d39592f,What is the reason my payment was not accepted?,declined_card_payment
tr_cdc956526e,My ATM withdrawal was cancelled,declined_cash_withdrawal
tr_205d13f9e4,I requested a refund for a large order the other day and don't think I received the funds. Can you tell me if you see them or not?,Refund_not_showing_up
tr_33f2087fc5,why did my payment revert,reverted_card_payment?
tr_724525c3b2,"I'd like to get a Visa card, please.",visa_or_mastercard
tr_a39c801223,I was unable to activate my card.,activate_my_card
tr_f0b08e6bef,My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,top_up_reverted
tr_84ebbbf4c1,Why can't I withdraw cash from this ATM?,declined_cash_withdrawal
tr_8a8635ee4f,I don't know why my credit card was declined while I was trying to top-up. Was it something on my end or was there something wrong with the top-up function?,top_up_failed
tr_9b6a1dc615,How can I locate the virtual card?,getting_virtual_card
tr_9a8758321b,Can I change my PIN on holiday?,change_pin
tr_88f1c3d0a7,The card has suffered a security breach.,compromised_card
tr_e61a34115c,How long after a failed topup will funds refurn to account,pending_top_up
tr_475061a62a,Can I use as many top-ups as I want?,top_up_limits
tr_264086cf58,Does the exchange rate change each day for purchases? There is a different rate on my purchase.,card_payment_wrong_exchange_rate
tr_68bd69644f,I want to create a new pin.,change_pin
tr_dc6b0a4ba5,Can I get another card?,getting_spare_card
tr_378a9a2dd6,Can I get an auto Top-up?,automatic_top_up
tr_5317ec4197,how does my statement get updated so i know when a refund will reflect on my balance,Refund_not_showing_up
tr_648d8aa374,My disposable virtual card was rejected.,virtual_card_not_working
tr_2c114277ba,Will the duplicated payment be refunded?,transaction_charged_twice
tr_fd23619429,How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal
tr_8c76e16b51,Why was I charged a fee for using my card,card_payment_fee_charged
tr_5a363263d1,I am having trouble with the app recognizing me.,unable_to_verify_identity
tr_887d5d7589,How do I tell if my top up was reverted?,top_up_reverted
tr_ca3182ba48,My salary is in GBP. Do I need to configure this somewhere?,receiving_money
tr_320db4a05b,do you have a fee for receiving a SEPA transfer?,top_up_by_bank_transfer_charge
tr_3aac67a5b7,Why was I charged twice for the same transaction?,transaction_charged_twice
tr_26611e72f8,How can I revert a transaction from this morning?,cancel_transfer
tr_aa71a99d16,What is the present state of the exchange rate?,exchange_rate
tr_dc56655cd9,please delete account,terminate_account
tr_183ca8c8b5,How long are deliveries to the US?,card_delivery_estimate
tr_81520b2e5c,Please tell me how to get a card if I reside in the US.,country_support
tr_bc49724ba8,My salary comes in GBP can I change my options somewhere?,receiving_money
tr_05045bd51c,How to a go about ordering a disposable virtual card?,get_disposable_virtual_card
tr_0e034ad9db,Could my daughter open an account?,age_limit
tr_2f5189b2b5,Do I need to verify my top-up card?,verify_top_up
tr_514dbec5e6,How soon will my balance be updated to reflect my transfer?,balance_not_updated_after_bank_transfer
tr_d246eeaee4,I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,reverted_card_payment?
tr_fc3b7929d5,what are your exchange rates at?,exchange_rate
